machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,hour,day_of_week,month,temp_over_rpm,vibration_x_current,maintenance_urgency
CNC,3.12,86.19,13.89,79.3,2631.5,normal,138.3,11.2,2.44,16,1,1,0.03274074074074074,43.336800000000004,40.20348837209303
CNC,1.98,57.68,11.31,58.1,2927.9,normal,272.49,13.5,0.5,18,4,1,0.01969340025265458,22.393800000000002,181.66
Robotic Arm,0.37,33.86,2.32,17.3,154.4,idle,102.75,11.5,42.21,5,1,1,0.21788931788931787,0.8583999999999999,2.37792177736635
CNC,3.26,64.03,23.51,101.0,4050.1,peak,104.37,15.0,0.5,11,2,1,0.015805583668633213,76.6426,69.58
CNC,0.76,41.85,4.51,22.6,908.2,idle,97.9,14.2,0.5,4,2,1,0.04602947646282446,3.4276,65.26666666666667
Compressor,2.12,60.48,6.61,44.3,714.6,idle,41.72,13.5,8.54,2,0,1,0.08451648965902739,14.013200000000001,4.373165618448637
Compressor,1.09,49.98,6.39,47.5,735.2,idle,297.25,8.7,59.1,19,0,1,0.06788916055419722,6.9651000000000005,4.945923460898502
CNC,1.08,52.26,4.9,18.2,858.6,idle,326.67,12.0,22.19,4,2,1,0.06079571893904141,5.292000000000001,14.086675291073739
Pump,0.58,44.01,3.54,15.1,536.2,idle,185.0,12.6,0.5,0,4,1,0.0819247952345495,2.0532,123.33333333333333
Compressor,3.52,70.48,20.63,150.3,2482.1,peak,13.7,17.0,69.31,12,4,1,0.028383874994965974,72.6176,0.1948513724932442
Compressor,3.31,,20.43,147.5,2443.2,peak,378.63,8.6,0.5,9,5,1,,67.6233,252.42
Compressor,2.18,,13.49,111.3,1673.9,normal,77.88,8.1,15.62,15,6,1,,29.408200000000004,4.685920577617329
CNC,2.19,82.79,18.26,69.7,2770.1,normal,117.25,13.7,23.49,19,0,1,0.02987622243874274,39.9894,4.787668436096366
Pump,0.77,66.4,4.83,16.8,455.2,idle,472.45,13.1,7.3,23,3,1,0.14555019728189392,3.7191,56.921686746987945
Pump,2.63,76.15,15.26,129.8,1137.4,normal,74.62,9.4,5.82,22,2,1,0.06689212930428672,40.1338,10.941348973607038
Robotic Arm,1.23,39.02,5.34,42.1,343.5,normal,399.26,13.1,43.51,17,1,1,0.1132656023222061,6.5682,8.97011907436531
Pump,0.6,43.38,3.52,18.8,523.0,idle,118.47,15.6,0.5,5,1,1,0.08278625954198474,2.112,78.98
Pump,0.59,37.18,4.42,21.6,559.5,idle,144.08,13.9,41.52,7,0,1,0.0663336306868867,2.6077999999999997,3.3885230479774227
Pump,0.5,36.13,3.8,20.9,550.1,idle,5.33,11.5,65.99,1,0,1,0.06555978951188532,1.9,0.07956411404687268
Compressor,2.47,,16.68,103.8,1672.7,normal,342.08,17.2,41.99,6,3,1,,41.199600000000004,7.95719934868574
Compressor,2.41,58.31,13.02,116.2,1726.3,normal,98.35,8.3,0.5,14,0,1,0.033757888033346846,31.3782,65.56666666666666
Robotic Arm,0.65,38.79,2.6,18.4,153.2,idle,471.68,9.9,33.63,0,4,1,0.25155642023346303,1.6900000000000002,13.620560207912215
CNC,2.04,56.38,5.1,22.4,849.5,idle,13.48,15.0,13.31,3,4,1,0.06629041740152851,10.404,0.9419986023759609
Compressor,2.18,60.19,13.86,118.3,1719.1,normal,410.04,13.1,0.5,11,5,1,0.034992151619091916,30.2148,273.36
Compressor,2.57,53.49,13.89,119.9,1682.2,normal,36.18,13.1,42.42,21,1,1,0.03177875475285171,35.6973,0.833256563795486
Pump,0.53,39.39,3.95,22.9,554.8,idle,358.48,8.2,0.5,5,6,1,0.07087081684059014,2.0935,238.98666666666668
Robotic Arm,0.97,35.08,5.66,45.5,343.3,normal,441.28,17.9,0.5,18,2,1,0.1018878884693581,5.4902,294.18666666666667
Pump,1.81,47.8,12.88,121.2,1314.7,normal,32.95,8.6,47.91,16,5,1,0.036330470471992095,23.312800000000003,0.673686362707013
CNC,2.3,63.77,15.98,87.9,3018.8,normal,14.68,9.6,59.93,20,2,1,0.021117292535929533,36.754,0.2409322172985393
Compressor,4.06,66.6,16.23,108.5,1732.8,normal,466.05,12.3,21.7,19,0,1,0.03841273503287576,65.8938,20.53083700440529
Compressor,1.08,49.7,6.83,,,idle,1.25,10.9,76.33,4,5,1,,7.3764,0.016164489848700375
Robotic Arm,0.9,43.96,5.31,47.8,341.5,normal,484.31,16.4,0.5,6,5,1,0.12835036496350366,4.779,322.87333333333333
Pump,2.55,76.76,15.42,152.5,1858.0,peak,9.47,8.2,71.39,17,4,1,0.041291016675632064,39.321,0.1308191739190496
Compressor,7.43,74.36,22.34,164.1,2467.3,peak,101.7,12.1,4.96,15,4,1,0.030125997650204593,165.9862,17.063758389261746
Compressor,0.97,45.05,6.81,49.3,733.6,idle,346.34,14.6,10.02,20,2,1,0.06132589164170977,6.6057,31.428312159709616
Pump,2.0,53.45,,121.1,1184.6,normal,110.42,15.7,16.96,14,0,1,0.04508265856950068,,6.148106904231626
Pump,0.68,36.38,3.54,18.8,554.0,idle,406.95,9.7,0.5,5,1,1,0.06554954954954956,2.4072,271.3
Pump,1.82,47.85,12.88,119.7,1203.4,normal,103.72,17.4,0.5,14,0,1,0.03972932580538027,23.4416,69.14666666666666
Robotic Arm,0.41,28.94,2.57,16.0,155.0,idle,119.5,10.1,0.5,4,3,1,0.18551282051282053,1.0536999999999999,79.66666666666667
Compressor,3.25,59.37,21.85,148.6,2505.3,peak,20.52,14.5,53.11,17,3,1,0.023688305470215054,71.0125,0.3792274995379782
CNC,2.46,56.65,12.74,68.5,2962.4,normal,56.12,14.4,27.36,21,6,1,0.019116555308092056,31.3404,1.9788434414668548
Compressor,0.93,44.32,6.65,43.4,722.7,idle,32.4,8.0,46.21,18,1,1,0.06124084565427663,6.184500000000001,0.6862952764244863
Compressor,1.21,57.84,6.21,39.2,697.1,idle,447.74,9.2,15.27,6,1,1,0.08285345938977225,7.5141,27.519360786724032
CNC,0.95,48.8,4.75,,,idle,157.43,16.4,0.5,3,4,1,,4.5125,104.95333333333333
Pump,2.03,66.75,17.99,91.9,1144.4,normal,106.13,8.1,21.25,10,0,1,0.05827658459926663,36.51969999999999,4.769887640449438
CNC,2.74,51.73,14.02,68.8,3083.5,normal,55.75,11.0,19.55,20,6,1,0.01677095153185281,38.4148,2.7128953771289535
CNC,2.65,56.67,14.33,60.7,2817.5,normal,172.93,9.7,0.5,7,5,1,0.02010643959552954,37.9745,115.28666666666668
CNC,1.52,54.22,5.61,24.2,890.0,idle,420.75,13.2,19.82,8,2,1,0.060852974186307515,8.5272,20.20893371757925
CNC,0.91,49.86,4.66,23.1,886.5,idle,293.61,12.0,0.5,15,5,1,0.056180281690140846,4.240600000000001,195.74
CNC,2.62,54.64,13.96,83.2,2926.1,normal,94.2,12.2,47.59,20,0,1,0.018666939974719007,36.5752,1.9386705083350484
Robotic Arm,1.36,46.6,5.4,46.6,358.4,normal,89.95,14.9,4.11,23,6,1,0.12966054535336674,7.344000000000001,17.602739726027398
Robotic Arm,1.14,42.23,5.39,41.8,361.2,normal,11.42,9.2,65.27,18,2,1,0.11659304251794587,6.144599999999999,0.17232533574769882
CNC,0.88,41.51,5.25,25.6,859.6,idle,212.16,11.0,44.42,5,2,1,0.04823379037880548,4.62,4.67107001321004
Robotic Arm,0.66,37.26,2.75,18.4,142.6,idle,478.31,16.0,26.99,7,4,1,0.2594707520891365,1.8150000000000002,17.088603072525903
CNC,3.64,63.19,14.54,64.0,2847.3,normal,77.37,8.5,10.78,11,4,1,0.022185163079731767,52.925599999999996,6.567911714770799
Robotic Arm,1.1,35.84,5.53,40.5,361.6,normal,60.93,9.5,23.19,15,2,1,0.09884169884169884,6.083000000000001,2.5188094253823894
Compressor,2.49,52.24,14.07,119.8,1806.0,normal,9.62,14.1,64.01,6,3,1,0.028909795240730493,35.0343,0.1479772342716505
CNC,2.74,,14.98,81.0,2817.5,normal,103.47,9.0,0.5,20,1,1,,41.0452,68.98
CNC,3.14,55.88,12.92,65.5,2978.8,normal,13.32,12.1,61.29,19,2,1,0.01875293643868716,40.5688,0.2138384973510997
Robotic Arm,1.19,37.57,,46.0,348.5,normal,66.67,14.8,10.02,2,5,1,0.1074964234620887,,6.049909255898367
Compressor,0.94,45.74,5.61,49.2,750.1,idle,61.25,15.6,32.25,23,5,1,0.06089735055252297,5.2734,1.8421052631578947
Compressor,2.4,50.8,13.97,117.4,1721.3,normal,428.41,8.6,30.53,11,1,1,0.029495442141322648,33.528,13.587377101173486
Robotic Arm,1.74,44.49,8.35,60.9,496.0,peak,131.37,12.8,0.5,16,3,1,0.08951710261569416,14.529,87.58
CNC,1.82,59.86,11.87,75.2,3008.8,normal,45.9,10.6,29.4,10,6,1,0.019888364675393712,21.6034,1.5098684210526316
CNC,1.03,46.71,5.67,23.1,869.7,idle,101.2,15.9,39.54,3,0,1,0.053646491328815896,5.8401000000000005,2.496299950666009
Compressor,2.2,54.85,13.03,95.5,1689.2,normal,5.13,8.7,88.37,15,3,1,0.03245178085433677,28.666,0.057401812688821746
Robotic Arm,1.09,46.18,5.55,39.2,343.2,normal,153.67,16.3,0.5,12,6,1,0.13416618245206277,6.0495,102.44666666666666
Robotic Arm,,,2.51,16.1,,idle,300.18,17.7,0.5,21,3,1,,,200.12
Robotic Arm,1.05,41.23,5.72,41.7,363.2,normal,101.3,10.5,0.5,8,4,1,0.11320702910488742,6.006,67.53333333333333
Pump,2.57,80.36,16.3,153.9,1750.1,peak,394.67,8.4,0.5,17,0,1,0.045891154131688656,41.891,263.11333333333334
Compressor,1.06,44.72,5.53,46.1,724.5,idle,371.51,14.2,0.5,2,5,1,0.06164024810475534,5.861800000000001,247.67333333333332
Robotic Arm,1.62,46.28,8.1,61.2,500.9,peak,49.45,10.9,44.61,7,5,1,0.09220960350667465,13.122,1.0841920631440474
CNC,2.79,50.92,15.47,55.1,3074.3,normal,35.02,14.1,38.14,16,6,1,0.016557734204793027,43.161300000000004,0.8947368421052633
Compressor,2.51,66.57,15.06,114.7,1700.7,normal,428.66,13.0,43.93,7,1,1,0.039119703825586175,37.800599999999996,9.540618740262632
Robotic Arm,0.4,33.7,2.34,17.7,156.5,idle,418.6,14.8,0.5,19,1,1,0.21396825396825397,0.9359999999999999,279.06666666666666
Pump,1.57,47.8,6.08,21.3,487.8,idle,118.28,17.3,9.1,22,0,1,0.09779050736497544,9.5456,11.71089108910891
Pump,0.72,41.64,5.3,17.5,511.2,idle,43.62,15.5,16.62,13,3,1,0.08129636860601328,3.816,2.4755959137343924
Compressor,3.12,62.64,21.48,159.8,2432.5,peak,457.95,11.9,1.0,17,2,1,0.025740702691596465,67.0176,228.975
Compressor,3.05,58.34,19.08,161.0,2538.3,peak,80.93,15.3,0.5,20,6,1,0.022974835584609932,58.19399999999999,53.95333333333334
Robotic Arm,1.32,46.07,5.95,38.7,357.1,normal,104.72,11.6,0.5,14,0,1,0.12865121474448477,7.854000000000001,69.81333333333333
Pump,0.66,41.22,4.11,15.7,500.0,idle,297.94,9.8,44.49,3,0,1,0.0822754491017964,2.7126,6.549571334359199
Compressor,3.56,56.11,21.49,156.7,2484.2,peak,109.7,11.0,0.5,19,6,1,0.022577659745694513,76.50439999999999,73.13333333333334
CNC,0.73,42.43,4.69,25.4,911.0,idle,130.78,15.8,0.5,0,3,1,0.046524122807017544,3.4237,87.18666666666667
Robotic Arm,1.11,67.42,7.74,42.4,313.1,normal,39.0,9.5,11.38,10,4,1,0.214645017510347,8.5914,3.1502423263327946
Pump,0.64,39.89,3.87,16.4,521.0,idle,24.38,8.6,56.47,8,5,1,0.0764176245210728,2.4768000000000003,0.4242213328693231
Robotic Arm,1.74,41.88,5.6,36.0,338.6,normal,557.01,16.1,18.66,6,1,1,0.12332155477031802,9.744,28.332146490335706
Pump,0.68,44.5,3.37,19.9,511.6,idle,64.15,10.8,16.71,0,0,1,0.08681232930159968,2.2916000000000003,3.622247317899492
CNC,1.31,50.91,5.05,21.6,838.4,idle,316.96,9.7,30.5,14,6,1,0.060650464617583985,6.6155,10.062222222222221
CNC,2.3,57.98,6.38,24.7,814.0,idle,76.22,16.7,1.8,10,5,1,0.07114110429447852,14.674,27.22142857142857
CNC,2.5,65.21,12.77,74.1,2974.7,normal,303.32,17.7,45.54,5,1,1,0.021914171455455857,31.924999999999997,6.517404383326171
CNC,0.84,43.37,4.56,22.2,918.1,idle,3.1,8.1,80.38,16,4,1,0.047187465999347186,3.8303999999999996,0.03809289751781765
Pump,0.67,40.34,3.68,19.5,527.6,idle,74.23,13.6,3.44,2,6,1,0.07631479379493,2.4656000000000002,16.718468468468473
Pump,2.04,,12.51,121.4,,normal,43.65,9.2,38.48,8,5,1,,25.5204,1.1056231003039514
Pump,0.96,44.12,4.29,15.9,553.6,idle,236.93,14.8,26.9,22,1,1,0.07955283086909483,4.1184,8.492114695340502
Compressor,1.08,45.62,5.62,44.8,723.4,idle,17.67,14.1,65.34,16,4,1,0.06297625621203755,6.0696,0.2663551401869159
Compressor,2.17,59.94,13.87,125.1,1655.5,normal,417.33,9.5,45.68,0,0,1,0.03618472683368548,30.097899999999996,8.940231362467866
Robotic Arm,0.75,40.99,2.68,18.1,142.8,idle,181.96,8.6,13.48,17,1,1,0.28504867872044504,2.0100000000000002,12.566298342541437
CNC,2.9,64.87,13.04,88.6,2822.7,normal,42.58,8.2,49.99,21,6,1,0.02297340369019372,37.815999999999995,0.8350656991566974
Compressor,2.55,54.81,13.31,96.7,1777.6,normal,316.14,12.2,40.22,14,1,1,0.03081637242775217,33.9405,7.669577874818049
Pump,2.19,47.93,11.97,88.5,1305.3,normal,407.83,15.8,0.5,6,1,1,0.03669141851029626,26.2143,271.88666666666666
CNC,0.89,47.42,,,912.3,idle,75.8,10.2,16.77,6,1,1,0.05192160297821089,,4.265616207090602
Robotic Arm,1.25,43.33,5.43,44.9,360.4,normal,450.65,11.4,0.5,20,3,1,0.11989485334809076,6.7875,300.43333333333334
Compressor,2.33,58.91,15.23,117.6,1669.2,normal,410.54,11.3,76.37,13,0,1,0.03527122500299365,35.4859,5.3061910301150315
Pump,2.75,83.66,,161.1,1878.8,peak,16.25,17.0,55.07,12,0,1,0.044504734546228324,,0.2898163010522561
Robotic Arm,0.36,30.69,2.5,18.8,151.2,idle,43.57,14.3,33.12,3,4,1,0.2016425755584757,0.8999999999999999,1.2769636576787808
CNC,1.0,45.31,5.02,,880.6,idle,255.81,16.5,0.77,1,4,1,0.05139519056261343,5.02,144.52542372881356
Compressor,2.23,64.89,7.31,49.8,732.5,idle,158.42,16.9,1.5,2,3,1,0.08846625766871166,16.301299999999998,63.367999999999995
CNC,0.72,42.27,4.39,22.3,906.2,idle,3.85,14.1,76.73,2,3,1,0.04659391534391535,3.1607999999999996,0.049530425833011704
Pump,2.94,67.57,13.14,72.0,1198.6,normal,355.93,9.9,6.23,10,2,1,0.05632710903634545,38.6316,49.22959889349931
CNC,0.83,42.22,4.18,22.0,916.0,idle,281.38,11.1,53.42,7,0,1,0.04604143947655398,3.4694,5.170525542080117
CNC,0.98,49.23,4.75,22.0,901.6,idle,164.77,11.2,0.5,23,4,1,0.05454243297141591,4.655,109.84666666666668
Compressor,0.93,51.17,5.65,49.8,726.6,idle,418.1,16.7,40.85,1,1,1,0.07032710280373831,5.2545,9.990442054958184
Pump,0.69,41.94,3.44,16.2,536.5,idle,42.0,11.4,38.86,1,6,1,0.07802790697674418,2.3735999999999997,1.053687907676869
CNC,0.91,42.54,4.03,25.7,851.1,idle,22.57,14.3,60.91,12,5,1,0.049923717873489024,3.6673000000000004,0.36456146018413826
CNC,1.0,45.09,4.17,22.8,862.8,idle,19.28,8.2,55.33,1,3,1,0.05219958323686039,4.17,0.3422687733001953
CNC,2.59,69.94,13.63,62.7,2764.3,normal,335.27,12.1,13.59,13,2,1,0.025292011716631105,35.3017,22.97943797121316
Compressor,3.76,67.25,14.71,105.4,1693.0,normal,26.98,16.9,23.27,11,6,1,0.039698937426210154,55.3096,1.111660486196951
Robotic Arm,0.36,30.43,2.55,17.2,155.7,idle,97.68,12.8,0.5,4,4,1,0.19419272495213785,0.9179999999999999,65.12
Robotic Arm,1.46,48.36,6.12,37.0,324.3,normal,558.23,17.7,17.45,8,1,1,0.14866277282508453,8.9352,30.25636856368564
Pump,3.65,69.77,13.56,125.4,1242.7,normal,74.55,10.5,24.86,9,5,1,0.05609873763769397,49.494,2.882830626450116
Robotic Arm,0.37,28.16,2.6,17.9,152.0,idle,91.1,14.7,0.5,0,2,1,0.18405228758169934,0.962,60.73333333333333
Pump,0.75,46.37,3.86,13.4,516.8,idle,347.28,17.6,14.88,1,2,1,0.08955195056006181,2.895,21.86901763224181
CNC,2.08,58.82,9.92,84.8,3088.4,normal,54.42,12.6,20.88,19,6,1,0.019039295656114456,20.6336,2.487202925045704
Robotic Arm,0.47,43.13,2.53,17.3,144.0,idle,112.26,9.3,32.69,15,1,1,0.29744827586206896,1.1890999999999998,3.332146037399822
Pump,0.59,35.58,3.92,18.2,545.0,idle,93.75,16.8,0.5,4,0,1,0.06516483516483516,2.3127999999999997,62.5
Pump,2.76,79.34,16.53,,1816.5,peak,57.08,15.1,23.77,16,6,1,0.04365337001375516,45.6228,2.3044004844570045
CNC,3.07,52.68,12.64,86.5,2896.8,normal,16.22,12.9,67.06,12,6,1,0.018179308440886187,38.8048,0.23831913017925357
Pump,0.72,41.72,3.95,20.1,535.4,idle,220.05,11.2,43.78,5,1,1,0.07777777777777778,2.844,4.914024117909781
Compressor,1.12,51.73,7.57,44.2,715.9,idle,4.55,12.4,37.92,22,0,1,0.07215790207839308,8.4784,0.11690647482014388
Compressor,2.18,62.29,15.06,116.1,1770.3,normal,30.6,16.0,65.79,12,3,1,0.03516626206740812,32.8308,0.4581524180266507
Robotic Arm,5.13,50.12,,42.8,331.4,normal,492.05,15.6,13.26,21,4,1,0.15078219013237065,,34.50561009817672
Compressor,3.86,63.19,15.21,125.2,1631.5,normal,29.33,10.9,0.5,12,3,1,0.03870750382848392,58.7106,19.55333333333333
CNC,2.09,56.14,10.77,88.6,,normal,102.87,15.6,38.92,5,1,1,,22.509299999999996,2.5769038076152304
CNC,0.75,43.64,4.56,26.0,919.6,idle,164.73,16.3,91.86,6,0,1,0.04740386704323268,3.42,1.7739608012061165
Compressor,2.18,62.84,15.25,101.1,1734.6,normal,326.01,9.6,9.27,5,3,1,0.03620649919336253,33.245000000000005,31.743914313534567
Compressor,2.65,61.67,17.01,98.8,1706.1,normal,504.15,15.8,34.9,15,4,1,0.03612559311112413,45.0765,14.04317548746518
Compressor,0.93,48.94,6.12,44.6,746.6,idle,291.83,13.4,65.5,4,1,1,0.06546281433921883,5.6916,4.388421052631578
Robotic Arm,0.38,31.65,2.48,16.4,158.9,idle,48.37,15.1,28.32,7,4,1,0.19793621013133206,0.9424,1.6497271487039562
Pump,2.01,66.74,11.8,101.1,1210.2,normal,30.78,15.0,40.52,19,5,1,0.05510237780713342,23.718,0.741329479768786
CNC,0.98,48.7,5.31,25.7,884.7,idle,96.45,16.7,44.29,22,6,1,0.0549847578186745,5.203799999999999,2.129609185250607
Pump,2.97,73.46,15.91,161.6,1832.8,peak,23.47,12.1,47.85,19,0,1,0.04005889409968372,47.252700000000004,0.48045035823950866
Compressor,1.0,60.98,6.5,44.4,726.6,idle,10.28,16.9,32.18,4,1,1,0.08380978559648157,6.5,0.30982519590114527
CNC,0.81,43.43,4.49,,892.6,idle,38.45,12.4,34.7,19,6,1,0.04860116383169203,3.6369000000000002,1.07703081232493
Compressor,,53.0,15.12,109.3,1779.0,normal,434.63,11.9,24.31,18,1,1,0.029775280898876405,,17.17226392730146
Robotic Arm,0.42,31.64,2.22,15.9,149.1,idle,97.63,17.5,47.32,0,1,1,0.21079280479680215,0.9324,2.0204884105960264
Pump,2.52,76.33,16.4,156.2,1850.4,peak,24.57,13.5,51.97,7,4,1,0.041228259695365664,41.327999999999996,0.46384746082688316
Pump,0.69,35.64,3.32,16.8,565.0,idle,40.02,16.9,42.12,4,5,1,0.06296819787985866,2.2907999999999995,0.9281076066790354
Pump,2.09,64.03,11.33,105.9,1212.5,normal,228.35,11.5,0.5,20,6,1,0.05276473011948908,23.679699999999997,152.23333333333332
Robotic Arm,0.41,31.54,2.36,14.5,154.8,idle,160.88,17.0,0.5,22,4,1,0.2024390243902439,0.9675999999999999,107.25333333333333
Compressor,1.21,84.14,9.39,49.7,671.8,idle,535.36,13.7,3.69,22,5,1,0.12505945303210464,11.3619,114.1492537313433
Robotic Arm,0.41,30.3,2.31,16.8,148.9,idle,144.25,14.3,0.5,5,4,1,0.2021347565043362,0.9470999999999999,96.16666666666667
CNC,4.29,68.76,16.06,64.8,3022.9,normal,50.62,9.1,27.4,8,4,1,0.022738847184100006,68.89739999999999,1.782394366197183
Compressor,2.42,57.64,14.41,103.0,1664.6,normal,35.85,10.3,57.65,21,4,1,0.0346061479346782,34.8722,0.6112531969309464
Pump,2.19,52.67,12.24,87.1,1213.3,normal,435.35,13.6,44.4,10,2,1,0.04337478382607264,26.8056,9.589207048458151
Robotic Arm,1.23,40.29,5.32,39.8,348.6,normal,9.77,9.2,84.29,15,3,1,0.11524599542334095,6.5436000000000005,0.1145503576034705
Robotic Arm,1.24,38.1,5.73,47.7,358.8,normal,419.16,8.2,0.5,20,1,1,0.10589216231239577,7.105200000000001,279.44
CNC,,,17.59,,,normal,194.88,10.3,5.71,6,2,1,,,29.04321907600596
CNC,3.05,56.94,14.72,84.0,3006.9,normal,153.43,15.8,47.16,12,0,1,0.018930150603411015,44.896,3.185838870431894
Pump,0.65,37.86,3.94,24.1,538.7,idle,114.37,17.6,0.5,2,2,1,0.07015008337965535,2.561,76.24666666666667
Compressor,2.43,56.69,13.92,104.8,1785.3,normal,59.58,14.5,36.81,17,4,1,0.03173599059508481,33.8256,1.5757736048664372
Compressor,2.12,51.02,13.89,108.5,1705.9,normal,353.09,15.2,0.5,8,4,1,0.029890444665768352,29.446800000000003,235.39333333333332
Pump,2.02,48.75,12.53,108.3,1337.2,normal,210.08,10.5,73.5,19,0,1,0.036429532207442834,25.310599999999997,2.8198657718120805
Compressor,0.98,45.53,6.73,47.5,740.6,idle,39.92,9.6,35.55,3,5,1,0.06139428263214671,6.595400000000001,1.092202462380301
CNC,1.0,48.64,4.59,24.5,873.9,idle,96.9,12.4,43.84,23,6,1,0.05559492513430107,4.59,2.1610169491525424
Compressor,1.03,49.29,6.5,47.2,768.5,idle,30.18,10.2,43.44,3,4,1,0.06405458089668616,6.695,0.6791179117911792
Compressor,0.94,49.71,6.34,46.6,720.9,idle,389.08,17.6,0.5,20,5,1,0.068859952902064,5.959599999999999,259.38666666666666
Pump,0.71,59.79,4.51,22.3,511.9,idle,56.4,9.6,24.04,4,2,1,0.11657243127315267,3.2020999999999997,2.252396166134185
CNC,2.04,57.07,10.09,75.8,2965.2,normal,138.43,12.0,0.5,21,3,1,0.019240105185085295,20.5836,92.28666666666668
Compressor,1.04,53.31,6.42,49.4,745.5,idle,432.88,10.8,39.72,11,1,1,0.07141326188881447,6.6768,10.63064833005894
Pump,1.93,66.87,12.6,88.7,1258.7,normal,80.82,9.3,0.5,16,6,1,0.05308406763515123,24.317999999999998,53.879999999999995
Compressor,0.93,49.82,5.52,48.9,770.4,idle,0.78,11.3,95.61,6,2,1,0.06458387347679544,5.1335999999999995,0.00807369837490943
Pump,0.71,55.75,3.8,24.1,492.0,idle,448.37,15.0,31.39,23,2,1,0.11308316430020283,2.698,13.842852732324792
Compressor,1.09,51.9,6.08,43.6,761.1,idle,422.69,8.8,0.5,0,6,1,0.06810129904212045,6.6272,281.79333333333335
CNC,2.57,60.54,14.65,75.9,2845.8,normal,44.8,15.0,30.5,9,6,1,0.021265982857945762,37.6505,1.422222222222222
Compressor,2.29,57.05,15.13,115.9,1786.9,normal,11.72,10.9,65.86,14,5,1,0.03190894345321326,34.6477,0.17529165420281187
Robotic Arm,0.38,31.93,2.25,16.6,150.3,idle,207.18,10.5,92.41,0,0,1,0.21103767349636482,0.855,2.2179638154373196
Pump,0.67,38.21,3.37,24.7,509.0,idle,4.63,15.3,73.04,4,3,1,0.07492156862745099,2.2579000000000002,0.06253376553214478
Compressor,2.55,53.03,13.12,105.9,1663.3,normal,308.14,13.3,27.13,11,2,1,0.031863245809048854,33.455999999999996,10.954141485958052
CNC,1.25,55.38,4.81,20.6,869.8,idle,411.02,10.5,29.55,22,1,1,0.06359669269637117,6.012499999999999,13.454009819967267
Pump,2.03,48.86,12.63,86.4,1248.9,normal,152.3,14.7,0.5,15,2,1,0.039091127290183214,25.6389,101.53333333333335
CNC,2.4,54.97,15.85,84.8,2896.9,normal,178.14,13.7,78.44,19,0,1,0.018968908519962732,38.04,2.2424471299093653
CNC,2.15,51.37,14.38,58.7,2911.6,normal,215.34,8.9,41.24,9,2,1,0.017637162672526265,30.917,5.098011363636363
Robotic Arm,0.96,39.57,2.94,19.4,142.6,idle,493.68,9.9,11.63,22,4,1,0.2755571030640669,2.8224,39.087885985748215
Robotic Arm,2.22,,6.02,46.9,340.3,normal,176.19,13.7,19.25,12,1,1,,13.3644,8.700740740740741
Compressor,3.21,62.79,21.76,159.8,2538.4,peak,26.25,15.8,67.25,12,4,1,0.024726313302354887,69.84960000000001,0.38461538461538464
CNC,0.83,45.66,4.55,25.6,853.8,idle,131.42,10.7,0.5,0,3,1,0.05341600374356575,3.7764999999999995,87.61333333333333
Compressor,2.39,50.07,,119.7,1690.0,normal,291.42,15.0,64.93,13,0,1,0.02960969840331165,,4.4201425754588195
Pump,4.92,89.21,17.07,140.6,1775.6,peak,245.53,13.4,18.3,7,2,1,0.050213891703253404,83.9844,12.721761658031088
Pump,0.65,48.8,6.16,23.5,452.6,idle,58.72,12.5,1.52,4,4,1,0.10758377425044091,4.0040000000000004,23.3015873015873
Robotic Arm,1.14,40.67,5.54,42.4,368.4,normal,197.47,14.7,0.5,10,6,1,0.1100974553329724,6.3156,131.64666666666668
CNC,0.8,40.75,5.34,24.8,859.8,idle,169.35,9.5,0.5,14,4,1,0.04733968401486989,4.272,112.89999999999999
Compressor,2.13,65.45,13.68,112.0,1798.7,normal,14.92,12.3,68.09,13,4,1,0.03636717230649553,29.138399999999997,0.2159502098711825
Robotic Arm,1.73,44.28,8.29,56.2,490.5,peak,202.92,15.6,0.5,16,6,1,0.0900915564598169,14.341699999999998,135.28
Compressor,0.98,45.68,5.76,44.4,736.7,idle,398.23,13.6,0.5,5,6,1,0.06192219059238172,5.6448,265.4866666666667
Pump,1.9,64.22,12.95,109.6,1221.8,normal,3.38,16.9,73.15,10,3,1,0.05251880929015375,24.604999999999997,0.04558327714093054
CNC,0.95,40.06,5.49,,882.9,idle,164.33,11.2,92.26,6,0,1,0.04532186898970472,5.2155,1.7620630495389236
Pump,2.14,51.21,11.24,84.8,1274.2,normal,267.05,8.9,27.62,9,2,1,0.04015840652446675,24.053600000000003,9.33088749126485
